;full_name;annee;PRP;DEF;MIS;MP
6;Chris Paul;2009;39.41025641025641;2.8974358974358974;5.67948717948718;38.287948717948716
7;Damian Jones;2009;2.5555555555555554;0.16666666666666666;0.5555555555555556;5.790555555555555
8;Danilo Gallinari;2009;8.571428571428571;0.6428571428571429;2.25;14.508571428571429
9;DeAndre Jordan;2009;8.981132075471699;1.320754716981132;2.5849056603773586;14.371132075471698
10;Derrick Rose;2009;27.037037037037038;1.037037037037037;4.037037037037037;36.840123456790124
11;Dwight Howard;2009;35.81012658227848;3.8987341772151898;6.455696202531645;35.53886075949366
12;Eric Gordon;2009;21.384615384615383;1.4487179487179487;4.3076923076923075;34.117948717948714
13;George Hill;2009;9.506493506493506;0.8571428571428571;2.909090909090909;16.284155844155844
14;Goran Dragic;2009;8.363636363636363;0.5818181818181818;2.909090909090909;13.042727272727276
15;JaVale McGee;2009;10.746666666666666;1.44;2.88;15.023466666666666
16;Jared Dudley;2009;9.308823529411764;0.9558823529411765;2.176470588235294;16.809558823529407
17;Jaxson Hayes;2009;13.04054054054054;0.7972972972972973;2.8513513513513513;24.56108108108109
18;Kelan Martin;2009;19.636363636363637;2.5757575757575757;4.621212121212121;31.780757575757573
19;Kevin Durant;2009;34.567567567567565;2.0135135135135136;4.851351351351352;38.796621621621625
20;Kevin Love;2009;21.19753086419753;1.0493827160493827;3.9876543209876543;25.079506172839498
21;Kyle Lowry;2009;13.61038961038961;1.1168831168831168;3.4155844155844157;21.630649350649353
22;LaMarcus Aldridge;2009;27.555555555555557;1.9012345679012346;4.049382716049383;36.89271604938271
23;LeBron James;2009;43.25925925925926;2.8395061728395063;4.691358024691358;37.52148148148149
24;Marc Gasol;2009;21.01219512195122;1.8658536585365855;5.2317073170731705;30.54426829268293
25;Mike Conley;2009;18.597560975609756;1.1951219512195121;3.524390243902439;30.396951219512196
26;Nicolas Batum;2009;9.113924050632912;1.139240506329114;2.392405063291139;18.195696202531636
27;Patty Mills;2009;23.94736842105263;1.986842105263158;5.4868421052631575;29.945000000000004
28;Paul Millsap;2009;23.94736842105263;1.986842105263158;5.4868421052631575;29.945000000000004
29;Rajon Rondo;2009;25.35;2.0;5.025;32.826375
30;Robin Lopez;2009;5.25;0.8666666666666667;2.0833333333333335;10.043166666666666
31;Rudy Gay;2009;26.139240506329113;1.9873417721518987;5.367088607594937;37.099746835443035
32;Russell Westbrook;2009;25.48780487804878;1.5365853658536586;5.670731707317073;32.33707317073169
33;Taurean Prince;2009;23.073170731707318;1.1585365853658536;2.5;37.07829268292682
34;Thaddeus Young;2009;21.44;1.64;3.7733333333333334;34.17933333333334
35;Trevor Ariza;2009;14.951219512195122;1.9634146341463414;3.0853658536585367;24.157804878048783
36;Udonis Haslem;2009;19.96;0.9066666666666666;3.8133333333333335;33.93373333333332
0;Al Horford;2010;26.37037037037037;1.8518518518518519;4.283950617283951;34.92567901234568
1;Andre Iguodala;2010;29.29268292682927;2.3902439024390243;4.426829268292683;38.75634146341463
2;Blake Griffin;2010;;;;
3;Brook Lopez;2010;29.73170731707317;2.3658536585365852;5.548780487804878;36.732682926829256
4;Caleb Martin;2010;12.5;0.6666666666666666;3.7222222222222223;21.45777777777778
5;Carmelo Anthony;2010;37.95652173913044;1.710144927536232;6.2898550724637685;37.99086956521738
6;Chris Paul;2010;33.6;2.311111111111111;5.111111111111111;37.83644444444443
7;Danilo Gallinari;2010;21.65432098765432;1.6419753086419753;3.7160493827160495;33.703580246913575
8;DeAndre Jordan;2010;10.128571428571428;1.1142857142857143;3.242857142857143;16.046000000000003
9;DeMar DeRozan;2010;12.181818181818182;0.7922077922077922;3.090909090909091;21.4261038961039
10;Derrick Rose;2010;30.525641025641026;1.0769230769230769;4.012820512820513;36.612692307692306
11;Dwight Howard;2010;33.28048780487805;3.6951219512195124;6.841463414634147;34.47414634146341
12;Eric Gordon;2010;22.43548387096774;1.3387096774193548;3.870967741935484;35.738870967741924
13;Garrett Temple;2010;6.962962962962963;0.7037037037037037;2.5555555555555554;12.20962962962963
14;George Hill;2010;17.884615384615383;1.2179487179487178;4.141025641025641;28.987307692307677
15;Goran Dragic;2010;13.0875;0.7;3.2125;17.83675
16;JaVale McGee;2010;10.716666666666667;1.95;2.8833333333333333;15.959666666666665
17;James Harden;2010;14.921052631578947;1.3157894736842106;4.026315789473684;22.68723684210527
18;James Johnson;2010;6.6461538461538465;0.9846153846153847;2.8923076923076922;11.457384615384616
19;Jared Dudley;2010;13.048780487804878;1.1829268292682926;2.8048780487804876;24.08939024390243
20;Jaxson Hayes;2010;11.066666666666666;0.8444444444444444;2.6444444444444444;22.753333333333327
21;Jeff Teague;2010;5.873239436619718;0.6338028169014085;1.8591549295774648;9.937042253521128
22;Jrue Holiday;2010;14.493150684931507;1.3287671232876712;4.232876712328767;24.00616438356164
23;Kelan Martin;2010;22.79310344827586;2.293103448275862;4.775862068965517;34.05741379310346
24;Kevin Durant;2010;40.5609756097561;2.3902439024390243;5.390243902439025;39.29256097560975
25;Kevin Love;2010;27.266666666666666;1.1;4.216666666666667;28.353166666666652
26;Kyle Lowry;2010;17.235294117647058;1.0147058823529411;4.25;24.081617647058817
27;LaMarcus Aldridge;2010;27.94871794871795;1.4743589743589745;4.294871794871795;37.27935897435899
28;LeBron James;2010;45.56578947368421;2.6578947368421053;5.0;38.82986842105263
29;Marc Gasol;2010;26.27536231884058;2.579710144927536;5.63768115942029;35.60826086956519
30;Mike Conley;2010;19.6875;1.5125;4.35;31.904000000000003
31;Nicolas Batum;2010;15.135135135135135;1.3243243243243243;2.972972972972973;24.588918918918917
32;Patty Mills;2010;20.048780487804876;1.9878048780487805;4.890243902439025;27.592195121951235
33;Paul Millsap;2010;20.048780487804876;1.9878048780487805;4.890243902439025;27.592195121951235
34;Rajon Rondo;2010;27.950617283950617;2.4691358024691357;5.481481481481482;36.36864197530863
35;Robin Lopez;2010;13.431372549019608;1.2352941176470589;3.0980392156862746;19.14627450980392
36;Rudy Gay;2010;27.4;2.275;4.625;39.50075000000001
37;Russell Westbrook;2010;28.963414634146343;1.7317073170731707;5.7560975609756095;34.10207317073171
38;Serge Ibaka;2010;11.89041095890411;1.6712328767123288;3.589041095890411;17.946164383561644
39;Stephen Curry;2010;27.8375;2.1375;6.1875;36.03175
40;Taj Gibson;2010;17.26829268292683;1.8780487804878048;4.829268292682927;26.66548780487805
41;Taurean Prince;2010;21.836734693877553;1.1428571428571428;2.795918367346939;33.76816326530612
42;Thaddeus Young;2010;20.492537313432837;1.4328358208955223;3.8656716417910446;31.83402985074627
43;Trevor Ariza;2010;24.319444444444443;2.3055555555555554;4.486111111111111;36.31277777777777
44;Udonis Haslem;2010;18.615384615384617;0.6794871794871795;3.1923076923076925;27.7025641025641
45;Wayne Ellington;2010;9.710526315789474;0.32894736842105265;1.9210526315789473;18.023289473684212
0;Al Horford;2011;28.07792207792208;1.8051948051948052;4.0519480519480515;34.932987012987034
1;Al-Farouq Aminu;2011;9.679012345679013;1.037037037037037;2.765432098765432;17.71246913580246
2;Andre Iguodala;2011;26.17910447761194;2.074626865671642;3.6865671641791047;36.645074626865664
3;Avery Bradley;2011;2.6129032258064515;0.2903225806451613;1.1612903225806452;5.067096774193548
4;Blake Griffin;2011;38.36585365853659;1.3170731707317074;5.7926829268292686;37.76707317073172
5;Brook Lopez;2011;27.926829268292682;2.0365853658536586;5.073170731707317;35.034756097560994
6;Caleb Martin;2011;5.788461538461538;0.46153846153846156;1.3076923076923077;10.201923076923082
7;Carmelo Anthony;2011;35.76623376623377;1.4805194805194806;5.584415584415584;35.53220779220781
8;Chris Paul;2011;29.7125;2.4125;4.6625;35.787625000000006
9;Danilo Gallinari;2011;22.241935483870968;1.2580645161290323;3.661290322580645;33.72306451612902
10;DeAndre Jordan;2011;14.7875;2.2875;4.45;25.406124999999992
11;DeMar DeRozan;2011;22.841463414634145;1.4146341463414633;4.402439024390244;34.58829268292681
12;DeMarcus Cousins;2011;25.25925925925926;1.8888888888888888;7.407407407407407;28.331481481481475
13;Derrick Favors;2011;12.615384615384615;1.2435897435897436;4.141025641025641;19.485256410256405
14;Derrick Rose;2011;36.77777777777778;1.6790123456790123;5.111111111111111;37.14962962962963
15;Dwight Howard;2011;38.32051282051282;3.7564102564102564;6.884615384615385;37.44307692307692
16;Ed Davis;2011;15.430769230769231;1.6307692307692307;3.5538461538461537;24.44092307692308
17;Eric Bledsoe;2011;13.024691358024691;1.4567901234567902;4.0;22.537901234567904
18;Eric Gordon;2011;29.553571428571427;1.5892857142857142;4.75;37.486428571428576
19;Garrett Temple;2011;4.666666666666667;0.7083333333333334;1.9583333333333333;9.437916666666668
20;George Hill;2011;16.789473684210527;1.144736842105263;3.3157894736842106;28.08421052631579
21;Goran Dragic;2011;12.414285714285715;0.8571428571428571;3.4571428571428573;17.439428571428575
22;Gordon Hayward;2011;8.444444444444445;0.6805555555555556;2.4444444444444446;16.736111111111107
23;Hassan Whiteside;2011;0.0;0.0;2.0;1.45
24;Ish Smith;2011;5.27906976744186;0.46511627906976744;1.6511627906976745;10.06046511627907
25;JaVale McGee;2011;18.60759493670886;2.962025316455696;4.227848101265823;27.548607594936698
26;James Harden;2011;17.426829268292682;1.4146341463414633;3.817073170731707;26.502073170731713
27;James Johnson;2011;13.210526315789474;1.8421052631578947;4.184210526315789;21.387105263157896
28;Jared Dudley;2011;15.768292682926829;1.3048780487804879;2.6341463414634148;25.914268292682912
29;Jeff Teague;2011;8.585714285714285;1.0;2.085714285714286;13.570285714285715
30;John Wall;2011;29.304347826086957;2.260869565217391;6.318840579710145;37.571594202898545
31;Jrue Holiday;2011;24.48780487804878;1.8170731707317074;5.134146341463414;35.17609756097561
32;Kelan Martin;2011;17.083333333333332;1.625;4.0625;25.481458333333332
33;Kevin Durant;2011;37.282051282051285;2.1025641025641026;4.833333333333333;38.740897435897445
34;Kevin Love;2011;37.97260273972603;1.0;4.1506849315068495;35.566438356164376
35;Kyle Lowry;2011;24.266666666666666;1.6666666666666667;4.866666666666666;33.993733333333324
36;LaMarcus Aldridge;2011;32.69135802469136;2.1728395061728394;4.604938271604938;39.44296296296297
37;LeBron James;2011;41.20253164556962;2.2025316455696204;5.658227848101266;38.59000000000001
38;Marc Gasol;2011;21.234567901234566;2.5925925925925926;5.074074074074074;31.746296296296293
39;Mike Conley;2011;23.234567901234566;2.0;4.419753086419753;35.24283950617284
40;Nicolas Batum;2011;18.425;1.4625;3.4625;31.313874999999985
41;Patrick Patterson;2011;10.942307692307692;1.0384615384615385;2.076923076923077;16.471538461538465
42;Patty Mills;2011;27.38157894736842;2.263157894736842;5.4868421052631575;34.081710526315796
43;Paul George;2011;12.540983606557377;1.4426229508196722;3.2295081967213113;20.532295081967213
44;Paul Millsap;2011;27.38157894736842;2.263157894736842;5.4868421052631575;34.081710526315796
45;Rajon Rondo;2011;26.147058823529413;2.411764705882353;5.205882352941177;36.94823529411764
46;Robin Lopez;2011;9.791044776119403;0.9402985074626866;2.8507462686567164;14.559253731343283
47;Rudy Gay;2011;28.85185185185185;2.759259259259259;4.925925925925926;39.64907407407408
48;Russell Westbrook;2011;34.65853658536585;2.2560975609756095;6.378048780487805;34.4979268292683
49;Serge Ibaka;2011;17.70731707317073;2.792682926829268;4.121951219512195;26.831951219512188
50;Stephen Curry;2011;28.256756756756758;1.7432432432432432;6.202702702702703;33.451756756756765
51;Taj Gibson;2011;13.5625;1.8125;3.425;21.58187499999999
52;Taurean Prince;2011;21.05128205128205;0.9102564102564102;2.2051282051282053;32.65307692307693
53;Thaddeus Young;2011;19.036585365853657;1.4146341463414633;3.2804878048780486;25.83073170731707
54;Trevor Ariza;2011;18.613333333333333;2.013333333333333;3.973333333333333;34.46853333333334
55;Udonis Haslem;2011;16.615384615384617;0.7692307692307693;4.076923076923077;26.258461538461535
56;Wayne Ellington;2011;9.516129032258064;0.5;2.225806451612903;18.863870967741935
0;Al Horford;2012;21.545454545454547;2.1818181818181817;3.3636363636363638;31.45363636363636
1;Al-Farouq Aminu;2012;11.712121212121213;1.4090909090909092;3.4393939393939394;22.16121212121212
2;Alec Burks;2012;10.372881355932204;0.5423728813559322;2.288135593220339;15.724576271186441
3;Andre Iguodala;2012;24.048387096774192;2.2096774193548385;3.338709677419355;35.43
4;Avery Bradley;2012;10.71875;0.859375;2.875;21.18546875
5;Bismack Biyombo;2012;11.46031746031746;2.142857142857143;3.4285714285714284;22.91349206349206
6;Blake Griffin;2012;34.77272727272727;1.5454545454545454;5.545454545454546;36.053939393939395
7;Brook Lopez;2012;24.0;1.0;2.8;26.956
8;Caleb Martin;2012;13.294117647058824;0.7647058823529411;2.823529411764706;22.824117647058824
9;Cameron Johnson;2012;3.8666666666666667;0.5333333333333333;1.2;7.764
10;Carmelo Anthony;2012;32.527272727272724;1.5636363636363637;5.454545454545454;33.92909090909092
11;Chris Paul;2012;32.416666666666664;2.6;4.366666666666666;36.15183333333332
12;Cory Joseph;2012;4.0344827586206895;0.3448275862068966;0.9655172413793104;8.963103448275861
13;Danilo Gallinari;2012;22.0;1.5116279069767442;3.5813953488372094;31.27162790697675
14;DeAndre Jordan;2012;15.893939393939394;2.484848484848485;3.984848484848485;27.053484848484846
15;DeMar DeRozan;2012;22.11111111111111;1.0317460317460319;4.523809523809524;34.822063492063485
16;DeMarcus Cousins;2012;30.703125;2.625;6.671875;30.263906249999998
17;Derrick Favors;2012;15.96923076923077;1.5846153846153845;3.8153846153846156;20.963538461538462
18;Derrick Rose;2012;33.07692307692308;1.6153846153846154;4.384615384615385;35.05384615384615
19;Dwight Howard;2012;37.074074074074076;3.6481481481481484;6.185185185185185;38.11462962962964
20;Ed Davis;2012;13.833333333333334;1.5606060606060606;3.378787878787879;23.059848484848487
21;Enes Kanter;2012;8.93939393939394;0.6212121212121212;2.1363636363636362;13.051969696969694
22;Eric Bledsoe;2012;6.575;1.125;2.625;11.413500000000003
23;Eric Gordon;2012;26.77777777777778;1.8888888888888888;4.888888888888889;34.29333333333333
24;George Hill;2012;15.54;1.18;3.0;25.27379999999999
25;Goran Dragic;2012;19.606060606060606;1.4393939393939394;4.893939393939394;26.3630303030303
26;Gordon Hayward;2012;18.46969696969697;1.4242424242424243;3.257575757575758;30.314999999999994
27;Hassan Whiteside;2012;3.7777777777777777;1.0;0.9444444444444444;5.852222222222222
28;Ish Smith;2012;5.6923076923076925;0.6538461538461539;1.0769230769230769;8.78923076923077
29;JaVale McGee;2012;19.65573770491803;2.737704918032787;4.147540983606557;24.95852459016393
30;James Harden;2012;24.596774193548388;1.2419354838709677;4.629032258064516;31.187741935483874
31;James Johnson;2012;15.806451612903226;2.5;4.483870967741935;24.967580645161288
32;Jared Dudley;2012;19.015384615384615;1.0461538461538462;2.753846153846154;30.885230769230777
33;Jeff Teague;2012;19.863636363636363;2.1666666666666665;4.2272727272727275;32.86878787878788
34;Jimmy Butler;2012;4.261904761904762;0.38095238095238093;0.8095238095238095;8.358333333333334
35;John Wall;2012;28.87878787878788;2.303030303030303;5.9393939393939394;35.97727272727273
36;Jrue Holiday;2012;21.246153846153845;1.8615384615384616;4.184615384615385;33.55199999999999
37;Kawhi Leonard;2012;14.125;1.703125;2.0625;23.772656249999997
38;Kelan Martin;2012;9.904761904761905;2.0714285714285716;3.2142857142857144;22.179285714285715
39;Kevin Durant;2012;39.515151515151516;2.5;5.7727272727272725;38.38500000000002
40;Kevin Love;2012;41.4;1.3636363636363635;5.090909090909091;38.823454545454545
41;Klay Thompson;2012;16.96969696969697;1.0454545454545454;3.909090909090909;24.14318181818182
42;Kyle Lowry;2012;25.382978723404257;1.851063829787234;5.595744680851064;31.923191489361706
43;Kyrie Irving;2012;27.647058823529413;1.4509803921568627;5.294117647058823;30.32764705882353
44;LaMarcus Aldridge;2012;32.127272727272725;1.7454545454545454;4.8;36.05545454545455
45;LeBron James;2012;41.32258064516129;2.661290322580645;4.983870967741935;37.33112903225806
46;Marc Gasol;2012;26.692307692307693;2.8153846153846156;4.953846153846154;36.29892307692307
47;Matt Thomas;2012;1.6666666666666667;0.6666666666666666;0.0;4.883333333333334
48;Mike Conley;2012;21.741935483870968;2.370967741935484;4.161290322580645;34.885
49;Nicolas Batum;2012;19.88135593220339;1.9830508474576272;3.305084745762712;30.131525423728807
50;Nikola Vucevic;2012;10.980392156862745;1.0588235294117647;2.823529411764706;15.705098039215686
51;Patrick Patterson;2012;12.953125;0.984375;2.53125;22.95234375
52;Patty Mills;2012;27.71875;2.65625;5.21875;32.62031250000001
53;Paul George;2012;20.09090909090909;2.212121212121212;4.666666666666667;29.50015151515151
54;Paul Millsap;2012;27.71875;2.65625;5.21875;32.62031250000001
55;Rajon Rondo;2012;28.433962264150942;1.849056603773585;5.509433962264151;36.739811320754725
56;Reggie Jackson;2012;5.866666666666666;0.5777777777777777;1.488888888888889;10.960666666666668
57;Ricky Rubio;2012;23.0;2.4146341463414633;5.560975609756097;34.02487804878048
58;Robin Lopez;2012;9.015625;1.21875;2.671875;13.79390625
59;Rudy Gay;2012;27.630769230769232;2.3076923076923075;4.6;37.07184615384617
60;Russell Westbrook;2012;33.65151515151515;2.015151515151515;5.848484848484849;35.115
61;Serge Ibaka;2012;17.106060606060606;4.151515151515151;3.909090909090909;26.974696969696964
62;Stephen Curry;2012;23.423076923076923;1.8076923076923077;4.884615384615385;27.996538461538453
63;Taj Gibson;2012;13.698412698412698;1.7142857142857142;3.0317460317460316;20.176031746031747
64;Taurean Prince;2012;19.555555555555557;0.9365079365079365;2.3968253968253967;32.9147619047619
65;Thaddeus Young;2012;19.158730158730158;1.6666666666666667;2.888888888888889;27.663333333333338
66;Trevor Ariza;2012;19.365853658536587;2.292682926829268;3.6341463414634148;32.732926829268294
67;Tristan Thompson;2012;15.166666666666666;1.4833333333333334;3.5833333333333335;23.557499999999994
68;Udonis Haslem;2012;14.015625;0.921875;3.15625;24.632187499999993
69;Wayne Ellington;2012;8.686274509803921;0.7058823529411765;1.607843137254902;18.886470588235294
0;Al Horford;2013;30.89189189189189;2.108108108108108;4.1891891891891895;37.03635135135134
1;Al-Farouq Aminu;2013;16.355263157894736;1.881578947368421;3.539473684210526;26.98
2;Alec Burks;2013;10.75;0.75;2.9375;17.568281250000002
3;Andre Drummond;2013;16.05;2.566666666666667;3.35;20.507000000000005
4;Andre Iguodala;2013;23.675;2.3875;4.1625;34.51175000000001
5;Aron Baynes;2013;5.0;0.4375;2.125;8.60125
6;Austin Rivers;2013;10.049180327868852;0.5737704918032787;3.2131147540983607;23.038360655737705
7;Avery Bradley;2013;13.52;1.66;4.02;28.487599999999993
8;Bismack Biyombo;2013;12.5375;2.1375;3.4625;27.141749999999995
9;Blake Griffin;2013;30.0125;1.8375;5.2;32.288374999999995
10;Bradley Beal;2013;20.142857142857142;1.4107142857142858;3.625;30.963392857142857
11;Brook Lopez;2013;27.283783783783782;2.527027027027027;3.824324324324324;30.244054054054054
12;Caleb Martin;2013;9.512195121951219;0.6097560975609756;2.1951219512195124;16.740243902439023
13;Carmelo Anthony;2013;38.07462686567164;1.2537313432835822;5.6716417910447765;36.85223880597015
14;Chris Paul;2013;30.37142857142857;2.557142857142857;4.314285714285714;33.16199999999999
15;Cory Joseph;2013;8.25;0.6785714285714286;1.6428571428571428;13.668214285714285
16;Damian Lillard;2013;28.658536585365855;1.1341463414634145;5.060975609756097;38.41634146341464
17;Danilo Gallinari;2013;23.830985915492956;1.408450704225352;3.3943661971830985;32.30380281690142
18;Darius Miller;2013;4.615384615384615;0.5576923076923077;2.1538461538461537;13.153653846153842
19;DeAndre Jordan;2013;16.414634146341463;1.951219512195122;3.5609756097560976;24.32987804878048
20;DeMar DeRozan;2013;24.5;1.2195121951219512;3.951219512195122;36.55890243902441
21;DeMarcus Cousins;2013;29.666666666666668;2.1733333333333333;6.586666666666667;30.320400000000003
22;Derrick Favors;2013;17.506493506493506;2.5584415584415585;4.883116883116883;23.00961038961038
23;Derrick Jones;2013;5.619047619047619;0.6507936507936508;1.3492063492063493;12.562222222222223
24;Derrick Rose;2013;;;;
25;Draymond Green;2013;6.8354430379746836;0.8481012658227848;2.6582278481012658;13.248354430379749
26;Dwight Howard;2013;30.907894736842106;3.5526315789473686;6.7894736842105265;35.619605263157894
27;Ed Davis;2013;14.148148148148149;1.5185185185185186;3.1358024691358026;19.947283950617283
28;Enes Kanter;2013;12.014285714285714;0.8571428571428571;3.1;15.198000000000002
29;Eric Bledsoe;2013;14.486842105263158;2.1578947368421053;3.276315789473684;20.255526315789478
30;Eric Gordon;2013;22.071428571428573;1.2619047619047619;4.571428571428571;29.883333333333333
31;Evan Fournier;2013;7.394736842105263;0.5263157894736842;2.5526315789473686;11.088684210526315
32;Garrett Temple;2013;9.803921568627452;1.3137254901960784;3.0392156862745097;22.465882352941172
33;George Hill;2013;22.56578947368421;1.4078947368421053;3.289473684210526;34.24421052631578
34;Goran Dragic;2013;25.207792207792206;1.948051948051948;5.532467532467533;33.30792207792207
35;Gordon Hayward;2013;20.208333333333332;1.3333333333333333;3.4027777777777777;29.018333333333317
36;Ish Smith;2013;5.211538461538462;0.5769230769230769;1.2115384615384615;9.731923076923076
37;JaVale McGee;2013;14.20253164556962;2.367088607594937;3.4683544303797467;17.960506329113915
38;Jae Crowder;2013;8.628205128205128;1.0256410256410255;2.269230769230769;17.183717948717945
39;James Harden;2013;36.62820512820513;2.3076923076923075;6.064102564102564;38.076025641025645
40;James Johnson;2013;8.87037037037037;1.6851851851851851;3.0925925925925926;16.085925925925924
41;Jared Dudley;2013;16.569620253164558;1.0506329113924051;2.8987341772151898;27.29101265822785
42;Jeff Teague;2013;24.0625;1.8125;5.1375;32.65349999999999
43;Jeremy Lamb;2013;4.086956521739131;0.17391304347826086;0.8260869565217391;6.20695652173913
44;Jimmy Butler;2013;14.0;1.329268292682927;1.9390243902439024;25.831341463414635
45;John Wall;2013;30.102040816326532;2.0816326530612246;5.591836734693878;32.49142857142857
46;Jonas Valanciunas;2013;15.661290322580646;1.532258064516129;4.548387096774194;23.693064516129038
47;Jrue Holiday;2013;29.96153846153846;1.9871794871794872;5.923076923076923;37.309871794871796
48;Justin Holiday;2013;7.888888888888889;1.0;1.7777777777777777;15.511111111111111
