;Key;annee;cluster
1842;Jarrett Allen;2021;2
1843;Jarrett Culver;2020;0
1844;Jarrett Culver;2021;2
1845;Javonte Green;2015;1
1846;Javonte Green;2016;0
1847;Javonte Green;2017;3
1848;Javonte Green;2018;0
1849;Javonte Green;2019;2
1850;Javonte Green;2020;2
1851;Javonte Green;2021;2
1852;Jaxson Hayes;2006;1
1853;Jaxson Hayes;2007;0
1854;Jaxson Hayes;2008;1
1855;Jaxson Hayes;2009;1
1856;Jaxson Hayes;2010;1
1857;Jaylen Adams;2019;0
1858;Jaylen Adams;2021;1
1859;Jaylen Brown;2015;0
1860;Jaylen Nowell;2020;1
1861;Jaylen Nowell;2021;2
1862;Jayson Tatum;2018;0
1863;Jayson Tatum;2019;0
1864;Jayson Tatum;2020;0
1865;Jayson Tatum;2021;0
1866;Jeff Teague;2010;2
1867;Jeff Teague;2011;1
1868;Jeff Teague;2012;4
1869;Jeff Teague;2013;3
1870;Jeff Teague;2014;4
1871;Jeff Teague;2015;3
1872;Jeff Teague;2016;3
1873;Jeff Teague;2017;3
1874;Jeff Teague;2018;0
1875;Jeff Teague;2019;3
1876;Jeff Teague;2020;2
1877;Jeff Teague;2021;2
1878;Jerami Grant;2015;2
1879;Jerami Grant;2016;0
1880;Jerami Grant;2017;2
1881;Jerami Grant;2018;4
1882;Jerami Grant;2019;0
1883;Jerami Grant;2020;0
1884;Jerami Grant;2021;0
1885;Jeremy Lamb;2013;2
1886;Jeremy Lamb;2014;2
1887;Jeremy Lamb;2015;2
1888;Jeremy Lamb;2016;2
1889;Jeremy Lamb;2017;2
1890;Jeremy Lamb;2018;3
1891;Jeremy Lamb;2019;3
1892;Jeremy Lamb;2020;4
1893;Jeremy Lamb;2021;2
1894;Jerome Robinson;2019;2
1895;Jerome Robinson;2020;2
1896;Jerome Robinson;2021;0
1897;Jevon Carter;2019;2
1898;Jevon Carter;2020;2
1899;Jevon Carter;2021;2
1900;Jimmy Butler;2013;1
1901;Jimmy Butler;2014;4
1902;Jimmy Butler;2015;3
1903;Jimmy Butler;2016;4
1904;Jimmy Butler;2017;3
1905;Jimmy Butler;2018;4
1906;Jimmy Butler;2019;4
1907;Jimmy Butler;2020;0
1908;Jimmy Butler;2021;3
1909;Joe Harris;2015;2
1910;Joe Harris;2017;2
1911;Joe Harris;2018;2
1912;Joe Harris;2019;4
1913;Joe Harris;2020;4
1914;Joe Harris;2021;3
1915;Joe Ingles;2015;2
1916;Joe Ingles;2016;2
1917;Joe Ingles;2017;2
1918;Joe Ingles;2018;0
1919;Joe Ingles;2019;0
1920;Joe Ingles;2020;3
1921;Joe Ingles;2021;2
1922;Joel Embiid;2017;4
1923;Joel Embiid;2018;3
1924;Joel Embiid;2019;0
1925;Joel Embiid;2020;2
1926;Joel Embiid;2021;0
1927;John Collins;2018;2
1928;John Collins;2019;4
1929;John Collins;2020;4
1930;John Collins;2021;0
1931;John Konchar;2020;2
1932;John Konchar;2021;2
1933;John Wall;2011;4
1934;John Wall;2012;3
1935;John Wall;2013;0
1936;John Wall;2014;4
1937;John Wall;2015;0
1938;John Wall;2016;4
1939;John Wall;2017;4
1940;John Wall;2018;3
1941;John Wall;2019;4
1942;John Wall;2021;3
1943;Jonas Valanciunas;2013;0
1944;Jonas Valanciunas;2014;3
1945;Jonas Valanciunas;2015;0
1946;Jonas Valanciunas;2016;0
1947;Jonas Valanciunas;2017;0
1948;Jonas Valanciunas;2018;2
1949;Jonas Valanciunas;2019;2
1950;Jonas Valanciunas;2020;2
1951;Jonas Valanciunas;2021;0
1952;Jonathan Isaac;2018;1
1953;Jonathan Isaac;2019;3
1954;Jonathan Isaac;2020;3
1955;Jontay Porter;2021;1
1956;Jordan Bone;2020;2
1957;Jordan Bone;2021;1
1958;Jordan Clarkson;2015;3
1959;Jordan Clarkson;2016;3
1960;Jordan Clarkson;2017;0
1961;Jordan Clarkson;2018;2
1962;Jordan Clarkson;2019;2
1963;Jordan Clarkson;2020;2
1964;Jordan Clarkson;2021;1
1965;Jordan McLaughlin;2020;0
1966;Jordan McLaughlin;2021;2
1967;Jordan Nwora;2021;2
1968;Jordan Poole;2020;2
1969;Jordan Poole;2021;2
1970;Josh Hall;2021;2
1971;Josh Hart;2018;0
1972;Josh Hart;2019;0
1973;Josh Hart;2020;0
1974;Josh Hart;2021;1
1975;Josh Okogie;2019;0
1976;Josh Okogie;2020;2
1977;Josh Okogie;2021;0
1978;Josh Richardson;2016;1
1979;Josh Richardson;2017;4
1980;Josh Richardson;2018;3
1981;Josh Richardson;2019;4
1982;Josh Richardson;2020;0
1983;Josh Richardson;2021;3
1984;Jrue Holiday;2010;3
1985;Jrue Holiday;2011;4
1986;Jrue Holiday;2012;3
1987;Jrue Holiday;2013;3
1988;Jrue Holiday;2014;4
1989;Jrue Holiday;2015;4
1990;Jrue Holiday;2016;0
1991;Jrue Holiday;2017;4
1992;Jrue Holiday;2018;4
1993;Jrue Holiday;2019;4
1994;Jrue Holiday;2020;3
1995;Jrue Holiday;2021;3
1996;Juan Toscano-Anderson;2020;3
1997;Juan Toscano-Anderson;2021;2
1998;Juancho Hernangomez;2017;2
1999;Juancho Hernangomez;2018;2
2000;Juancho Hernangomez;2019;2
2001;Juancho Hernangomez;2020;2
2002;Juancho Hernangomez;2021;2
2003;Julius Randle;2016;2
2004;Julius Randle;2017;0
2005;Julius Randle;2018;2
2006;Julius Randle;2019;2
2007;Julius Randle;2020;0
2008;Julius Randle;2021;0
2009;Justin Holiday;2013;2
2010;Justin Holiday;2015;0
2011;Justin Holiday;2016;1
2012;Justin Holiday;2017;1
2013;Justin Holiday;2018;4
2014;Justin Holiday;2019;0
2015;Justin Holiday;2020;1
2016;Justin Holiday;2021;0
2017;Justin Jackson;2018;0
2018;Justin Jackson;2019;2
2019;Justin Jackson;2020;1
2020;Justin Jackson;2021;2
2021;Justin James;2020;2
2022;Justin James;2021;2
2023;Justise Winslow;2016;2
2024;Justise Winslow;2017;0
2025;Justise Winslow;2018;2
2026;Justise Winslow;2019;0
2027;Justise Winslow;2020;0
2028;Justise Winslow;2021;1
2029;Jusuf Nurkic;2015;2
2030;Jusuf Nurkic;2016;1
2031;Jusuf Nurkic;2017;3
2032;Jusuf Nurkic;2018;3
2033;Jusuf Nurkic;2019;3
2034;Jusuf Nurkic;2020;4
2035;Jusuf Nurkic;2021;4
2036;Juwan Morgan;2020;1
2037;Juwan Morgan;2021;1
2038;KZ Okpala;2020;1
2039;KZ Okpala;2021;2
2040;Karim Mane;2021;2
2041;Karl-Anthony Towns;2016;0
2042;Karl-Anthony Towns;2017;0
2043;Karl-Anthony Towns;2018;0
2044;Karl-Anthony Towns;2019;2
2045;Karl-Anthony Towns;2020;2
2046;Karl-Anthony Towns;2021;0
2047;Kawhi Leonard;2012;2
2048;Kawhi Leonard;2013;3
2049;Kawhi Leonard;2014;3
2050;Kawhi Leonard;2015;3
2051;Kawhi Leonard;2016;3
2052;Kawhi Leonard;2017;3
2053;Kawhi Leonard;2018;0
2054;Kawhi Leonard;2019;1
2055;Kawhi Leonard;2020;3
2056;Kawhi Leonard;2021;4
2057;Keita Bates-Diop;2019;2
2058;Keita Bates-Diop;2020;1
2059;Keita Bates-Diop;2021;1
2060;Kelan Martin;2006;1
2061;Kelan Martin;2008;4
2062;Kelan Martin;2009;4
2063;Kelan Martin;2010;3
2064;Kelan Martin;2011;4
2065;Kelan Martin;2013;3
2066;Kelan Martin;2014;1
2067;Kelan Martin;2015;0
2068;Keljin Blevins;2021;2
2069;Kelly Olynyk;2014;1
2070;Kelly Olynyk;2015;2
2071;Kelly Olynyk;2016;2
2072;Kelly Olynyk;2017;1
2073;Kelly Olynyk;2018;2
2074;Kelly Olynyk;2019;2
2075;Kelly Olynyk;2020;1
2076;Kelly Olynyk;2021;2
2077;Kelly Oubre,;2016;2
2078;Kelly Oubre,;2017;2
2079;Kelly Oubre,;2018;1
2080;Kelly Oubre,;2019;2
2081;Kelly Oubre,;2020;0
2082;Kelly Oubre,;2021;0
2083;Kendrick Nunn;2020;3
2084;Kendrick Nunn;2021;0
2085;Kent Bazemore;2013;2
2086;Kent Bazemore;2014;1
2087;Kent Bazemore;2015;2
2088;Kent Bazemore;2016;3
2089;Kent Bazemore;2017;4
2090;Kent Bazemore;2018;3
2091;Kent Bazemore;2019;2
2092;Kent Bazemore;2020;2
2093;Kent Bazemore;2021;1
2094;Kentavious Caldwell-Pope;2014;2
2095;Kentavious Caldwell-Pope;2015;4
2096;Kentavious Caldwell-Pope;2016;3
2097;Kentavious Caldwell-Pope;2017;3
2098;Kentavious Caldwell-Pope;2018;4
2099;Kentavious Caldwell-Pope;2019;2
2100;Kentavious Caldwell-Pope;2020;2
2101;Kentavious Caldwell-Pope;2021;0
2102;Kevin Durant;2008;0
2103;Kevin Durant;2009;4
2104;Kevin Durant;2010;4
2105;Kevin Durant;2011;0
2106;Kevin Durant;2012;3
2107;Kevin Durant;2013;3
2108;Kevin Durant;2014;3
2109;Kevin Durant;2015;4
2110;Kevin Durant;2016;4
2111;Kevin Durant;2017;0
2112;Kevin Durant;2018;0
2113;Kevin Durant;2019;0
2114;Kevin Durant;2021;4
2115;Kevin Huerter;2019;4
2116;Kevin Huerter;2020;0
2117;Kevin Huerter;2021;4
2118;Kevin Knox;2019;0
2119;Kevin Knox;2020;1
2120;Kevin Knox;2021;2
2121;Kevin Love;2009;3
2122;Kevin Love;2010;0
2123;Kevin Love;2011;4
2124;Kevin Love;2012;4
2125;Kevin Love;2013;1
2126;Kevin Love;2014;3
2127;Kevin Love;2015;0
2128;Kevin Love;2016;0
2129;Kevin Love;2017;3
2130;Kevin Love;2018;4
2131;Kevin Love;2019;3
2132;Kevin Love;2020;2
2133;Kevin Love;2021;0
2134;Kevon Looney;2016;1
2135;Kevon Looney;2017;2
2136;Kevon Looney;2018;2
2137;Kevon Looney;2019;2
2138;Kevon Looney;2020;2
2139;Kevon Looney;2021;2
2140;Khem Birch;2018;2
2141;Khem Birch;2019;1
2142;Khem Birch;2020;2
2143;Khem Birch;2021;2
2144;Khris Middleton;2013;1
2145;Khris Middleton;2014;0
2146;Khris Middleton;2015;0
2147;Khris Middleton;2016;4
2148;Khris Middleton;2017;0
2149;Khris Middleton;2018;3
2150;Khris Middleton;2019;0
2151;Khris Middleton;2020;0
2152;Khris Middleton;2021;4
2153;Killian Hayes;2021;0
2154;Kira Lewis,;2021;1
2155;Klay Thompson;2012;2
2156;Klay Thompson;2013;3
2157;Klay Thompson;2015;3
2158;Klay Thompson;2016;4
2159;Klay Thompson;2017;3
2160;Klay Thompson;2018;4
2161;Klay Thompson;2019;3
2162;Kostas Antetokounmpo;2019;2
2163;Kostas Antetokounmpo;2020;1
2164;Kostas Antetokounmpo;2021;1
2165;Kris Dunn;2017;2
2166;Kris Dunn;2018;0
2167;Kris Dunn;2019;0
2168;Kris Dunn;2020;1
2169;Kris Dunn;2021;2
2170;Kristaps Porzingis;2017;4
2171;Kristaps Porzingis;2018;3
2172;Kristaps Porzingis;2020;0
2173;Kristaps Porzingis;2021;2
2174;Kyle Anderson;2015;2
2175;Kyle Anderson;2016;1
2176;Kyle Anderson;2017;2
2177;Kyle Anderson;2018;0
2178;Kyle Anderson;2019;0
2179;Kyle Anderson;2020;2
2180;Kyle Anderson;2021;0
2181;Kyle Guy;2020;2
2182;Kyle Guy;2021;1
2183;Kyle Kuzma;2018;0
2184;Kyle Kuzma;2019;0
2185;Kyle Kuzma;2020;2
2186;Kyle Kuzma;2021;0
2187;Kyle Lowry;2008;4
2188;Kyle Lowry;2009;3
2189;Kyle Lowry;2010;1
2190;Kyle Lowry;2011;4
2191;Kyle Lowry;2012;4
2192;Kyle Lowry;2013;3
2193;Kyle Lowry;2014;4
2194;Kyle Lowry;2015;4
2195;Kyle Lowry;2016;4
2196;Kyle Lowry;2017;0
2197;Kyle Lowry;2018;3
2198;Kyle Lowry;2019;3
2199;Kyle Lowry;2020;4
2200;Kyle Lowry;2021;4
2201;Kyrie Irving;2012;4
2202;Kyrie Irving;2013;4
2203;Kyrie Irving;2014;4
2204;Kyrie Irving;2015;4
2205;Kyrie Irving;2016;0
2206;Kyrie Irving;2017;3
2207;Kyrie Irving;2018;4
2208;Kyrie Irving;2019;3
2209;Kyrie Irving;2020;4
2210;Kyrie Irving;2021;4
2211;LaMarcus Aldridge;2007;0
2212;LaMarcus Aldridge;2008;2
2213;LaMarcus Aldridge;2009;1
2214;LaMarcus Aldridge;2010;2
2215;LaMarcus Aldridge;2011;3
2216;LaMarcus Aldridge;2012;4
2217;LaMarcus Aldridge;2013;3
2218;LaMarcus Aldridge;2015;4
2219;LaMarcus Aldridge;2016;3
2220;LaMarcus Aldridge;2017;0
2221;LaMarcus Aldridge;2018;3
2222;LaMarcus Aldridge;2019;3
2223;LaMarcus Aldridge;2020;4
2224;LaMarcus Aldridge;2021;2
2225;LaMelo Ball;2021;2
2226;Landry Shamet;2019;0
2227;Landry Shamet;2020;0
2228;Landry Shamet;2021;2
2229;Langston Galloway;2015;4
2230;Langston Galloway;2016;2
2231;Langston Galloway;2017;2
2232;Langston Galloway;2018;2
2233;Langston Galloway;2019;2
2234;Langston Galloway;2020;2
2235;Langston Galloway;2021;1
2236;Lauri Markkanen;2018;0
2237;Lauri Markkanen;2019;2
2238;Lauri Markkanen;2020;4
2239;Lauri Markkanen;2021;2
2240;LeBron James;2006;3
2241;LeBron James;2007;3
2242;LeBron James;2008;4
2243;LeBron James;2009;3
2244;LeBron James;2010;4
2245;LeBron James;2011;3
2246;LeBron James;2012;4
2247;LeBron James;2013;0
2248;LeBron James;2014;3
2249;LeBron James;2015;0
2250;LeBron James;2016;0
2251;LeBron James;2018;4
2252;LeBron James;2019;3
2253;LeBron James;2020;0
2254;LeBron James;2021;3
2255;Lonnie Walker;2019;2
2256;Lonnie Walker;2020;2
2257;Lonnie Walker;2021;0
2258;Lonzo Ball;2018;4
2259;Lonzo Ball;2019;4
2260;Lonzo Ball;2020;0
2261;Lonzo Ball;2021;0
2262;Luguentz Dort;2020;0
2263;Luguentz Dort;2021;0
2264;Luka Doncic;2019;0
2265;Luka Doncic;2020;0
2266;Luka Doncic;2021;4
2267;Luka Samanic;2021;1
2268;Luke Kennard;2018;2
2269;Luke Kennard;2019;1
2270;Luke Kennard;2020;3
2271;Luke Kennard;2021;0
2272;Luke Kornet;2018;2
2273;Luke Kornet;2019;2
2274;Luke Kornet;2020;4
2275;Luke Kornet;2021;1
2276;Malachi Flynn;2021;2
2277;Malcolm Brogdon;2017;0
2278;Malcolm Brogdon;2018;2
2279;Malcolm Brogdon;2019;3
2280;Malcolm Brogdon;2020;0
2281;Malcolm Brogdon;2021;3
2282;Malik Beasley;2017;1
2283;Malik Beasley;2018;1
2284;Malik Beasley;2019;2
2285;Malik Beasley;2020;2
2286;Malik Beasley;2021;0
2287;Malik Monk;2018;2
2288;Malik Monk;2019;1
2289;Malik Monk;2020;1
2290;Malik Monk;2021;2
2291;Mamadi Diakite;2021;1
2292;Marc Gasol;2009;3
2293;Marc Gasol;2010;0
2294;Marc Gasol;2011;0
2295;Marc Gasol;2012;0
2296;Marc Gasol;2013;3
2297;Marc Gasol;2014;3
2298;Marc Gasol;2015;2
2299;Marc Gasol;2016;2
2300;Marc Gasol;2017;3
2301;Marc Gasol;2018;3
2302;Marc Gasol;2019;2
2303;Marc Gasol;2020;3
2304;Marc Gasol;2021;3
2305;Marcus Smart;2015;3
2306;Marcus Smart;2016;2
2307;Marcus Smart;2017;3
2308;Marcus Smart;2018;2
2309;Marcus Smart;2019;0
2310;Marcus Smart;2020;0
2311;Marcus Smart;2021;0
2312;Markelle Fultz;2018;0
2313;Markelle Fultz;2019;3
2314;Markelle Fultz;2020;0
2315;Markelle Fultz;2021;4
2316;Marques Bolden;2021;1
2317;Marquese Chriss;2017;0
2318;Marquese Chriss;2018;2
2319;Marquese Chriss;2019;2
2320;Marquese Chriss;2020;2
2321;Marquese Chriss;2021;2
2322;Marvin Bagley;2019;1
2323;Marvin Bagley;2020;1
2324;Marvin Bagley;2021;0
2325;Mason Plumlee;2014;2
2326;Mason Plumlee;2015;2
2327;Mason Plumlee;2016;4
2328;Mason Plumlee;2017;0
2329;Mason Plumlee;2018;2
2330;Mason Plumlee;2019;2
2331;Mason Plumlee;2020;2
2332;Mason Plumlee;2021;4
2333;Matisse Thybulle;2020;2
2334;Matisse Thybulle;2021;1
2335;Matt Dellavedova;2014;1
2336;Matt Dellavedova;2015;2
2337;Matt Dellavedova;2016;2
2338;Matt Dellavedova;2017;2
2339;Matt Dellavedova;2018;2
2340;Matt Dellavedova;2019;2
2341;Matt Dellavedova;2020;2
2342;Matt Dellavedova;2021;1
2343;Matt Thomas;2015;2
2344;Maurice Harkless;2013;3
2345;Maurice Harkless;2014;2
2346;Maurice Harkless;2015;2
2347;Maurice Harkless;2016;2
2348;Maurice Harkless;2017;0
2349;Maurice Harkless;2018;2
2350;Maurice Harkless;2019;0
2351;Maurice Harkless;2020;0
2352;Maurice Harkless;2021;1
2353;Max Strus;2021;1
2354;Meyers Leonard;2013;2
2355;Meyers Leonard;2014;1
2356;Meyers Leonard;2015;2
2357;Meyers Leonard;2016;2
2358;Meyers Leonard;2017;0
2359;Meyers Leonard;2018;4
2360;Meyers Leonard;2019;1
2361;Meyers Leonard;2020;0
2362;Meyers Leonard;2021;1
2363;Mfiondu Kabengele;2020;2
2364;Mfiondu Kabengele;2021;1
2365;Michael Carter-Williams;2014;3
2366;Michael Carter-Williams;2015;3
2367;Michael Carter-Williams;2016;3
2368;Michael Carter-Williams;2017;0
2369;Michael Carter-Williams;2018;2
2370;Michael Carter-Williams;2019;2
2371;Michael Carter-Williams;2020;1
2372;Michael Carter-Williams;2021;0
2373;Michael Porter,;2020;2
2374;Michael Porter,;2021;3
2375;Mikal Bridges;2019;0
2376;Mikal Bridges;2020;2
2377;Mikal Bridges;2021;0
2378;Mike Conley;2008;1
2379;Mike Conley;2009;4
2380;Mike Conley;2010;4
2381;Mike Conley;2011;3
2382;Mike Conley;2012;4
2383;Mike Conley;2013;0
2384;Mike Conley;2014;3
2385;Mike Conley;2015;0
2386;Mike Conley;2016;3
2387;Mike Conley;2017;3
2388;Mike Conley;2018;4
2389;Mike Conley;2019;0
2390;Mike Conley;2020;0
2391;Mike Conley;2021;0
2392;Mike Muscala;2015;2
2393;Mike Muscala;2016;1
2394;Mike Muscala;2017;1
2395;Mike Muscala;2018;0
2396;Mike Muscala;2019;1
2397;Mike Muscala;2020;1
2398;Mike Muscala;2021;1
2399;Mike Scott;2013;1
2400;Mike Scott;2014;1
2401;Mike Scott;2015;2
2402;Mike Scott;2016;2
2403;Mike Scott;2017;2
2404;Mike Scott;2018;2
2405;Mike Scott;2019;2
2406;Mike Scott;2020;1
2407;Mike Scott;2021;1
2408;Miles Bridges;2019;0
2409;Miles Bridges;2020;2
2410;Miles Bridges;2021;4
2411;Mitchell Robinson;2019;2
2412;Mitchell Robinson;2020;1
2413;Mitchell Robinson;2021;0
2414;Miye Oni;2020;1
2415;Miye Oni;2021;1
2416;Moe Wagner;2019;2
2417;Moe Wagner;2020;2
2418;Moe Wagner;2021;2
2419;Mohamed Bamba;2019;1
2420;Mohamed Bamba;2020;2
2421;Mohamed Bamba;2021;2
2422;Monte Morris;2018;2
2423;Monte Morris;2019;2
2424;Monte Morris;2020;2
2425;Monte Morris;2021;2
2426;Montrezl Harrell;2016;2
2427;Montrezl Harrell;2017;2
2428;Montrezl Harrell;2018;2
2429;Montrezl Harrell;2019;2
2430;Montrezl Harrell;2020;2
2431;Montrezl Harrell;2021;1
2432;Moses Brown;2020;2
2433;Moses Brown;2021;2
2434;Mychal Mulder;2020;3
2435;Mychal Mulder;2021;1
2436;Myles Turner;2016;0
2437;Myles Turner;2017;3
2438;Myles Turner;2018;0
2439;Myles Turner;2019;3
2440;Myles Turner;2020;0
2441;Myles Turner;2021;0
2442;Naji Marshall;2021;2
2443;Nassir Little;2020;2
2444;Nassir Little;2021;2
2445;Nate Darling;2021;2
2446;Nate Hinton;2021;1
2447;Nathan Knight;2021;1
2448;Naz Reid;2020;2
2449;Naz Reid;2021;1
2450;Nemanja Bjelica;2016;1
2451;Nemanja Bjelica;2017;1
2452;Nemanja Bjelica;2018;1
2453;Nemanja Bjelica;2019;0
2454;Nemanja Bjelica;2020;0
2455;Nemanja Bjelica;2021;2
2456;Nerlens Noel;2015;0
2457;Nerlens Noel;2016;0
2458;Nerlens Noel;2017;2
2459;Nerlens Noel;2018;1
2460;Nerlens Noel;2019;2
2461;Nerlens Noel;2020;2
2462;Nerlens Noel;2021;3
2463;Nick Richards;2021;1
2464;Nickeil Alexander-Walker;2020;2
2465;Nickeil Alexander-Walker;2021;2
2466;Nico Mannion;2021;1
2467;Nicolas Batum;2009;4
2468;Nicolas Batum;2010;4
2469;Nicolas Batum;2011;4
2470;Nicolas Batum;2012;0
2471;Nicolas Batum;2013;0
2472;Nicolas Batum;2014;0
2473;Nicolas Batum;2015;0
2474;Nicolas Batum;2016;0
2475;Nicolas Batum;2017;0
2476;Nicolas Batum;2018;0
2477;Nicolas Batum;2019;3
2478;Nicolas Batum;2020;2
2479;Nicolas Batum;2021;2
2480;Nicolas Claxton;2020;1
2481;Nicolas Claxton;2021;1
2482;Nicolo Melli;2020;1
2483;Nicolo Melli;2021;1
2484;Nikola Jokic;2016;0
2485;Nikola Jokic;2017;0
2486;Nikola Jokic;2018;0
2487;Nikola Jokic;2019;0
2488;Nikola Jokic;2020;0
2489;Nikola Jokic;2021;2
2490;Nikola Vucevic;2012;3
2491;Nikola Vucevic;2013;0
2492;Nikola Vucevic;2014;3
2493;Nikola Vucevic;2015;2
2494;Nikola Vucevic;2016;0
2495;Nikola Vucevic;2017;1
2496;Nikola Vucevic;2018;2
2497;Nikola Vucevic;2019;3
2498;Nikola Vucevic;2020;3
2499;Nikola Vucevic;2021;0
2500;Norman Powell;2016;0
2501;Norman Powell;2017;2
2502;Norman Powell;2018;0
2503;Norman Powell;2019;2
2504;Norman Powell;2020;2
2505;Norman Powell;2021;0
2506;Obi Toppin;2021;2
2507;Ogugua Anunoby;2018;2
2508;Ogugua Anunoby;2019;2
2509;Ogugua Anunoby;2020;3
2510;Ogugua Anunoby;2021;0
2511;Onyeka Okongwu;2021;1
2512;Otto Porter;2014;1
2513;Otto Porter;2015;2
2514;Otto Porter;2016;0
2515;Otto Porter;2017;0
2516;Otto Porter;2018;0
2517;Otto Porter;2019;3
2518;Otto Porter;2020;0
2519;Otto Porter;2021;1
2520;Pascal Siakam;2017;0
2521;Pascal Siakam;2018;2
2522;Pascal Siakam;2019;3
2523;Pascal Siakam;2020;3
2524;Pascal Siakam;2021;0
2525;Pat Connaughton;2016;1
2526;Pat Connaughton;2017;1
2527;Pat Connaughton;2018;2
2528;Pat Connaughton;2019;2
2529;Pat Connaughton;2020;2
2530;Pat Connaughton;2021;1
2531;Patrick Beverley;2013;1
2532;Patrick Beverley;2014;3
2533;Patrick Beverley;2015;4
2534;Patrick Beverley;2016;3
2535;Patrick Beverley;2017;3
2536;Patrick Beverley;2018;3
2537;Patrick Beverley;2019;2
2538;Patrick Beverley;2020;0
2539;Patrick Beverley;2021;3
2540;Patrick McCaw;2017;2
2541;Patrick McCaw;2018;2
2542;Patrick McCaw;2019;2
2543;Patrick McCaw;2020;2
2544;Patrick McCaw;2021;0
2545;Patrick Patterson;2011;2
2546;Patrick Patterson;2012;2
2547;Patrick Patterson;2013;4
2548;Patrick Patterson;2014;1
2549;Patrick Patterson;2015;2
2550;Patrick Patterson;2016;2
2551;Patrick Patterson;2017;2
2552;Patrick Patterson;2018;1
2553;Patrick Patterson;2019;2
2554;Patrick Patterson;2020;0
2555;Patrick Patterson;2021;2
2556;Patrick Williams;2021;3
2557;Patty Mills;2009;1
2558;Patty Mills;2010;2
2559;Patty Mills;2011;4
2560;Patty Mills;2012;4
2561;Patty Mills;2013;4
2562;Patty Mills;2014;3
2563;Patty Mills;2015;3
2564;Patty Mills;2016;4
2565;Patty Mills;2017;4
2566;Patty Mills;2018;3
2567;Patty Mills;2019;3
2568;Patty Mills;2020;3
2569;Patty Mills;2021;0
2570;Paul George;2011;2
2571;Paul George;2012;0
2572;Paul George;2013;3
2573;Paul George;2014;4
2574;Paul George;2015;4
2575;Paul George;2016;3
2576;Paul George;2017;4
2577;Paul George;2018;0
2578;Paul George;2019;0
2579;Paul George;2020;3
2580;Paul George;2021;0
2581;Paul Millsap;2007;1
2582;Paul Millsap;2009;0
2583;Paul Millsap;2010;0
2584;Paul Millsap;2011;4
2585;Paul Millsap;2012;4
2586;Paul Millsap;2013;0
2587;Paul Millsap;2014;0
2588;Paul Millsap;2015;0
2589;Paul Millsap;2016;0
2590;Paul Millsap;2017;3
2591;Paul Millsap;2018;4
2592;Paul Millsap;2019;0
2593;Paul Millsap;2020;4
2594;Paul Millsap;2021;2
2595;Paul Watson;2021;1
2596;Payton Pritchard;2021;1
2597;Precious Achiuwa;2021;1
2598;Quinn Cook;2017;1
2599;Quinn Cook;2018;3
2600;Quinn Cook;2019;2
2601;Quinn Cook;2020;3
2602;Quinn Cook;2021;1
2603;Quinndary Weatherspoon;2020;1
2604;Quinndary Weatherspoon;2021;2
2605;Rajon Rondo;2007;2
2606;Rajon Rondo;2008;0
2607;Rajon Rondo;2009;3
2608;Rajon Rondo;2010;4
2609;Rajon Rondo;2011;4
2610;Rajon Rondo;2012;3
2611;Rajon Rondo;2013;4
2612;Rajon Rondo;2014;4
2613;Rajon Rondo;2015;0
2614;Rajon Rondo;2016;3
2615;Rajon Rondo;2017;3
2616;Rajon Rondo;2018;4
2617;Rajon Rondo;2019;0
2618;Rajon Rondo;2020;2
2619;Rajon Rondo;2021;2
2620;Raulzinho Neto;2016;3
2621;Raulzinho Neto;2017;2
2622;Raulzinho Neto;2018;2
2623;Raulzinho Neto;2019;2
2624;Raulzinho Neto;2020;1
2625;Raulzinho Neto;2021;2
2626;Reggie Bullock;2014;2
2627;Reggie Bullock;2015;2
2628;Reggie Bullock;2016;2
2629;Reggie Bullock;2017;2
2630;Reggie Bullock;2018;0
2631;Reggie Bullock;2019;4
2632;Reggie Bullock;2020;3
2633;Reggie Bullock;2021;3
2634;Reggie Jackson;2012;1
2635;Reggie Jackson;2013;1
2636;Reggie Jackson;2014;0
2637;Reggie Jackson;2015;3
2638;Reggie Jackson;2016;4
2639;Reggie Jackson;2017;0
2640;Reggie Jackson;2018;4
2641;Reggie Jackson;2019;4
2642;Reggie Jackson;2020;2
2643;Reggie Jackson;2021;2
2644;Reggie Perry;2021;1
2645;Richaun Holmes;2016;2
2646;Richaun Holmes;2017;0
2647;Richaun Holmes;2018;2
2648;Richaun Holmes;2019;2
2649;Richaun Holmes;2020;0
2650;Richaun Holmes;2021;0
2651;Ricky Rubio;2012;4
2652;Ricky Rubio;2013;3
2653;Ricky Rubio;2014;4
2654;Ricky Rubio;2015;4
2655;Ricky Rubio;2016;4
2656;Ricky Rubio;2017;4
2657;Ricky Rubio;2018;4
2658;Ricky Rubio;2019;3
2659;Ricky Rubio;2020;3
2660;Ricky Rubio;2021;0
2661;Robert Covington;2014;2
2662;Robert Covington;2015;3
2663;Robert Covington;2016;0
2664;Robert Covington;2017;4
2665;Robert Covington;2018;0
2666;Robert Covington;2019;0
2667;Robert Covington;2020;0
2668;Robert Covington;2021;0
2669;Robert Woodard;2021;0
2670;Robin Lopez;2009;1
2671;Robin Lopez;2010;3
2672;Robin Lopez;2011;0
2673;Robin Lopez;2012;0
2674;Robin Lopez;2013;3
2675;Robin Lopez;2014;3
2676;Robin Lopez;2015;0
2677;Robin Lopez;2016;4
2678;Robin Lopez;2017;0
2679;Robin Lopez;2018;4
2680;Robin Lopez;2019;2
