;Opp_name;annee;cluster_player
31190;Andre Iguodala;2021;0.0
31242;Tacko Fall;2021;4.0
31360;Udoka Azubuike;2021;2.0
31546;Patrick McCaw;2021;3.0
31678;Jalen Harris;2021;4.0
31778;Isaiah Hartenstein;2021;3.0
31795;Jared Dudley;2021;2.0
31876;Luke Kennard;2021;0.0
32143;Jae Crowder;2021;3.0
35044;Marquese Chriss;2021;0.0
35090;Meyers Leonard;2021;4.0
35272;Kyle Kuzma;2021;0.0
35518;Reggie Perry;2021;4.0
37565;Cassius Winston;2021;2.0
37874;Chuma Okeke;2021;2.0
