;Opp_name;annee;PTS_diff;AST_diff;TRB_diff;FGA;TOV;PF;BLK_diff;STL_diff
451;Kyle Guy;2021;0.14211008315261192;-0.19165694340994985;0.040336387926703944;5.739130434782608;0.5652173913043478;1.434782608695652;-0.10220022663136985;-0.07643390651156365
452;Kyle Kuzma;2020;-0.7960803138156611;-0.1988956615153213;-0.5501948626867629;6.333333333333333;0.9666666666666667;1.7333333333333334;-0.002294131399097544;0.11595427772759942
453;Kyle Kuzma;2021;-1.7777777777777786;-1.5111111111111113;-1.1851851851851851;11.666666666666666;3.3333333333333335;2.0;-0.22222222222222224;-0.8222222222222221
454;Kyle Lowry;2020;1.55435974995669;0.855881135741084;0.534884107876981;13.344827586206897;2.8620689655172415;2.0689655172413794;-0.01866662780548253;-0.08181642579132108
455;Kyle Lowry;2021;3.445822528331426;0.5606259079701776;0.9188741168466334;14.428571428571429;3.380952380952381;2.380952380952381;0.4481902300582063;-0.1183086709994489
456;Kyrie Irving;2020;5.812588935050977;-0.6693178407214012;0.39382911623383415;16.545454545454547;2.0;1.8181818181818181;0.4072022744301973;0.5323247459459942
457;Kyrie Irving;2021;2.3792903573381965;0.43362480117339935;-0.02339823087827703;15.473684210526315;2.4210526315789473;2.3157894736842106;0.044500484356245304;0.0867352891784232
458;LaMarcus Aldridge;2020;-0.13310094265514572;0.13915357973511486;1.8635984440909124;14.833333333333334;1.6666666666666667;3.0;-0.8673876397901399;-0.3519225247050903
459;LaMarcus Aldridge;2021;-1.6131539211790624;0.5253427322596127;0.7018998766648948;8.4;0.4;2.0;0.1653540852818388;-0.3594011280775721
460;LaMelo Ball;2021;-1.103144076572819;0.4911217102325553;0.47066272967671463;8.2;1.2;1.5;0.017718169252696113;0.6678634998572963
461;Lamar Stevens;2021;-0.5995573817348334;-0.05724255876488205;-0.3231924071782236;3.8823529411764706;0.5;1.3235294117647058;0.010655788269777302;-0.01662346011335371
462;Landry Shamet;2020;-0.15153716586898303;-0.3407958798531674;-0.3465564580596743;10.375;1.75;1.9375;-0.17102603602811164;0.33214338314027425
463;Landry Shamet;2021;-0.8792808489760799;-0.24719048350480616;-0.32797805902513416;5.655172413793103;0.5517241379310345;1.0;0.028177343746529367;0.008081695042861513
464;Langston Galloway;2020;-0.37327308556553096;0.2834342871552156;0.12411172727173718;7.0;1.1785714285714286;1.7142857142857142;-0.09159644124509701;0.35591192189202214
465;Langston Galloway;2021;-0.2522114416015332;0.08552308676101145;-0.0762233477098382;4.526315789473684;0.7894736842105263;1.4210526315789473;-0.10757327263998218;-0.2380621318439401
466;Lauri Markkanen;2020;2.360683824717763;0.9997458263693013;0.509838352402337;13.6875;1.875;1.8125;0.4930714883383128;0.15112022096985747
467;Lauri Markkanen;2021;0.20842552736921505;0.3746702325563871;0.1463243915838841;9.416666666666666;1.3333333333333333;2.3333333333333335;0.04699489529385096;0.5401535522570656
468;LeBron James;2020;0.035513083713279235;-0.25838551207186256;-0.20588755543520074;11.837209302325581;2.0;3.302325581395349;0.06406422718544151;0.23261422793423409
469;LeBron James;2021;-2.8875254830278685;-0.460062448395629;-0.2873611511442673;10.391304347826088;1.7391304347826086;2.9130434782608696;-0.33909792330612065;0.02220630199598466
470;Lonnie Walker;2020;-0.6954724015182603;-0.31696528088175685;-0.4264806884779892;6.8936170212765955;0.7872340425531915;1.5957446808510638;-0.04550627033944693;-0.2256752880585124
471;Lonnie Walker;2021;2.556743227683227;0.7676753800411608;1.0680342374917666;12.37037037037037;1.2222222222222223;1.7037037037037037;0.08411417061882921;-0.0669700740975635
472;Lonzo Ball;2020;0.908674342329615;0.3090192881142193;0.13327943069569936;11.342857142857143;1.5714285714285714;2.085714285714286;-0.15541406581909922;0.027399398676958602
473;Lonzo Ball;2021;-1.256722845585164;1.04089283018786;-0.8921359811750036;12.428571428571429;1.9047619047619047;2.2857142857142856;-0.16789122150474092;0.13840943889272744
474;Luguentz Dort;2020;2.761904761904762;0.003571428571428781;3.6678571428571427;10.5;2.0;2.5;-0.35595238095238096;-1.0273809523809523
